Relation Stats,,,,,
Player,PTS,TRB,AST,STL,BLK
Larry Johnson23CHH,22.1,10.5,4.3,0.6,0.3
Gary Payton32SEA,23.1,4.6,8.1,1.6,0.3
Ray Allen27SEA,24.5,5.6,5.9,1.6,0.1
DeMar DeRozan27TOR,27.3,5.2,3.9,1.1,0.2
Andre Drummond25DET,17.3,15.6,1.4,1.7,1.7
Kyrie Irving26BOS,23.8,5,6.9,1.5,0.5
Pervis Ellison24WSB,20,11.2,2.9,0.9,2.7
Gary Payton30SEA,21.7,4.9,8.7,2.2,0.2
Chris Bosh22TOR,22.6,10.7,2.5,0.6,1.3
John Wall25WAS,19.9,4.9,10.2,1.9,0.8
Bob Lanier31DET,21.7,10.1,3.3,1,1.6
Jermaine O'Neal26IND,24.3,8.8,1.9,0.6,2
Domantas Sabonis25TOT,18.9,12.1,5.2,1,0.4
Larry Nance28PHO,21.1,9.9,3.1,1.1,2.4
Chris Mullin28GSW,25.6,5.6,3.5,2.1,0.8
Yao Ming27HOU,22,10.8,2.3,0.5,2
Isiah Thomas21DET,22.9,4,7.8,2.5,0.4
Derrick Coleman26NJN,20.2,11.3,3.4,0.9,1.8
Danny Manning27LAC,23.7,7,4.2,1.3,1.4
Chris Webber21WSB,20.1,9.6,4.7,1.5,1.6
Baron Davis24NOH,22.9,4.3,7.5,2.4,0.4
Carmelo Anthony26NYK,26.3,6.7,3,0.9,0.6
Kemba Walker28CHO,25.6,4.4,5.9,1.2,0.4
Domantas Sabonis25IND,18.9,12.1,5,1,0.5
Brad Daugherty26CLE,21.5,10.4,3.6,0.9,1.1
Kevin Willis29ATL,18.3,15.5,2.1,0.9,0.7
Allen Iverson21PHI,23.5,4.1,7.5,2.1,0.3
Shai Gilgeous-Alexander23OKC,24.5,5,5.9,1.3,0.8
Tim Duncan28SAS,20.3,11.1,2.7,0.7,2.6
Ron Harper26TOT,22.8,5.9,5.2,2.3,1.2
Vince Carter30NJN,25.2,6,4.8,1,0.4
Monta Ellis24GSW,25.5,4,5.3,2.2,0.4
Ralph Sampson23HOU,21,11.1,2,0.9,2.4
Brad Daugherty25CLE,21.6,10.9,3.3,1,0.6
John Stockton28UTA,17.2,2.9,14.2,2.9,0.2
Latrell Sprewell26GSW,24.2,4.6,6.3,1.7,0.6
Paul Pierce23BOS,25.3,6.4,3.1,1.7,0.8
Dirk Nowitzki29DAL,23.6,8.6,3.5,0.7,0.9
Dirk Nowitzki31DAL,25,7.7,2.7,0.9,1
Chris Mullin26GSW,25.1,5.9,4.1,1.6,0.6
Alonzo Mourning28MIA,20.1,11,1.6,0.7,3.9
Gilbert Arenas23WAS,25.5,4.7,5.1,1.7,0.3
Carmelo Anthony26TOT,25.6,7.3,2.9,0.9,0.6
Kawhi Leonard25SAS,25.5,5.8,3.5,1.8,0.7
Nikola Joki?22DEN,18.5,10.7,6.1,1.2,0.8
Donovan Mitchell24UTA,26.4,4.4,5.2,1,0.3
Antonio McDyess24DEN,21.2,10.7,1.6,1.5,2.3
Antawn Jamison24GSW,24.9,8.7,2,1.4,0.3
George Gervin28SAS,27.1,5.1,3.2,1.1,0.7
Micheal Ray Richardson29NJN,20.1,5.6,8.2,3,0.3
John Stockton27UTA,17.2,2.6,14.5,2.7,0.2
Tim Duncan30SAS,20,10.6,3.4,0.8,2.4
Damian Lillard25POR,25.1,4,6.8,0.9,0.4
Domantas Sabonis23IND,18.5,12.4,5,0.8,0.5
Jason Kidd25PHO,16.9,6.8,10.8,2.3,0.4
John Stockton26UTA,17.1,3,13.6,3.2,0.2
Antonio McDyess26DEN,20.8,12.1,2.1,0.6,1.5
Chris Bosh24TOR,22.7,10,2.5,0.9,1
Andre Drummond24DET,15,16,3,1.5,1.6
Donovan Mitchell25UTA,25.9,4.2,5.3,1.5,0.2
Carmelo Anthony26DEN,25.2,7.6,2.8,0.9,0.6
Blake Griffin28LAC,22.6,7.9,5.4,0.9,0.3
Alonzo Mourning29MIA,21.7,9.5,1.6,0.5,3.7
Allen Iverson31DEN,24.8,3,7.2,1.8,0.2
David Lee26NYK,20.2,11.7,3.6,1,0.5
Russell Westbrook22OKC,21.9,4.6,8.2,1.9,0.4
LaMarcus Aldridge29POR,23.4,10.2,1.7,0.7,1
Adrian Dantley29UTA,26.6,5.9,3.4,1,0.1
Dwight Howard24ORL,18.3,13.2,1.8,0.9,2.8
Paul Pierce26BOS,23,6.5,5.1,1.6,0.7
Zach Randolph25POR,23.6,10.1,2.2,0.8,0.2
Baron Davis28GSW,21.8,4.7,7.6,2.3,0.5
Ron Harper26LAC,23,5.6,4.8,2.4,1.1
Chris Mullin29GSW,25.9,5,3.6,1.5,0.9
Julius Erving33PHI,22.4,6.9,4,1.8,1.8
Dan Issel31DEN,23.8,8.8,2.4,1.1,0.7
Roy Tarpley26DAL,20.4,11,2.4,1.2,1.8
Carlos Boozer25UTA,20.9,11.7,3,0.9,0.3
Elton Brand24LAC,20,10.3,3.3,0.9,2.2
Kobe Bryant25LAL,24,5.5,5.1,1.7,0.4
Metta World Peace25IND,24.6,6.4,3.1,1.7,0.9
Ray Allen31SEA,26.4,4.5,4.1,1.5,0.2
Al Jefferson29CHA,21.8,10.8,2.1,0.9,1.1
Chris Paul28LAC,19.1,4.3,10.7,2.5,0.1
Kelly Tripucka23DET,26.5,4.6,4.1,1.2,0.3
Clyde Drexler28POR,21.5,6.7,6,1.8,0.7
Alonzo Mourning23CHH,21.5,10.2,1.4,0.5,3.1
Derrick Coleman27NJN,20.5,10.6,3.3,0.6,1.7
Steve Francis24HOU,21.6,7,6.4,1.2,0.4
Shawn Marion24PHO,21.2,9.5,2.4,2.3,1.2
Pau Gasol26MEM,20.8,9.8,3.4,0.5,2.1
Kevin Durant20OKC,25.3,6.5,2.8,1.3,0.7
Paul George30LAC,23.3,6.6,5.2,1.1,0.4
Isiah Thomas25DET,20.6,3.9,10,1.9,0.2
Jeff Ruland27WSB,19,10.7,5.3,0.8,0.8
Alex English26DEN,21.3,9.4,3.4,1.2,1.2
Jack Sikma28SEA,19.1,11.1,4,1.2,1.1
Russell Westbrook25OKC,21.8,5.7,6.9,1.9,0.2
Paul George25IND,23.1,7,4.1,1.9,0.4
Zach LaVine24CHI,25.5,4.8,4.2,1.5,0.5
Ralph Sampson25HOU,18.9,11.1,3.6,1.3,1.6
Anthony Davis20NOP,20.8,10,1.6,1.3,2.8
Gary Payton34SEA,20.8,4.8,8.8,1.8,0.2
Kobe Bryant32LAL,25.3,5.1,4.7,1.2,0.1
Andre Drummond27CLE,17.5,13.5,2.6,1.6,1.2
Fat Lever29DEN,18.3,9.3,6.5,2.1,0.2
Jason Kidd29NJN,18.7,6.3,8.9,2.2,0.3
Pau Gasol25MEM,20.4,8.9,4.6,0.6,1.9
Luka Don?i?19DAL,21.2,7.8,6,1.1,0.3
LaMelo Ball20CHO,20.1,6.7,7.6,1.6,0.4
Damian Lillard31POR,24,4.1,7.3,0.6,0.4
Dominique Wilkins34TOT,26,6.5,2.3,1.2,0.4
Vin Baker25MIL,21,10.3,2.7,1,1.4
Shareef Abdur-Rahim22VAN,23,7.5,3.4,1.4,1.1
Deron Williams26UTA,21.3,3.9,9.7,1.2,0.2
Blake Griffin22LAC,20.7,10.9,3.2,0.8,0.7
Julius Randle27NYK,20.1,9.9,5.1,0.7,0.5
Grant Hill26DET,21.1,7.1,6,1.6,0.5
Jermaine O'Neal24IND,20.8,10.3,2,0.9,2.3
Paul Pierce29BOS,25,5.9,4.1,1,0.3
Jrue Holiday28NOP,21.2,5,7.7,1.6,0.8
Alvin Robertson25SAS,19.6,6.1,6.8,3,0.8
Brad Daugherty27CLE,20.2,10.2,4.4,0.7,0.8
Kobe Bryant21LAL,22.5,6.3,4.9,1.6,0.9
Vince Carter25TOR,24.7,5.2,4,1.6,0.7
Vince Carter29NJN,24.2,5.8,4.3,1.2,0.7
Larry Hughes26WAS,22,6.3,4.7,2.9,0.3
Blake Griffin25LAC,21.9,7.6,5.3,0.9,0.5
George Gervin30SAS,26.2,4.6,3.4,1.1,0.9
Shawn Marion26PHO,19.4,11.3,1.9,2,1.5
Chris Bosh21TOR,22.5,9.2,2.6,0.7,1.1
Yao Ming25HOU,22.3,10.2,1.5,0.5,1.6
Carlos Boozer26UTA,21.1,10.4,2.9,1.2,0.5
Gus Williams28SEA,23.4,3.1,6.9,2.2,0.5
Xavier McDaniel23SEA,23,8.6,2.5,1.4,0.6
Alex English35DEN,26.5,4,4.7,0.8,0.1
Alonzo Mourning24CHH,21.3,9.9,1.4,0.6,2.9
Tom Gugliotta27MIN,20.6,8.7,4.1,1.6,1.1
Gary Payton28SEA,21.8,4.6,7.1,2.4,0.2
Mark Aguirre23DAL,24.4,6.3,4.1,1,0.3
John Stockton29UTA,15.8,3.3,13.7,3,0.3
Alonzo Mourning22CHH,21,10.3,1,0.3,3.5
Elton Brand21CHI,20.1,10.1,3.2,1,1.6
Chris Paul29LAC,19.1,4.6,10.2,1.9,0.2
Chris Paul30LAC,19.5,4.2,10,2.1,0.2
Kristaps Porzi??is26WAS,22.1,8.8,2.9,0.7,1.5
Terry Cummings22SDC,22.9,9.6,1.7,1.1,0.7
Shawn Kemp26SEA,19.6,11.4,2.2,1.2,1.6
Tim Duncan31SAS,19.3,11.3,2.8,0.7,1.9
Danny Granger25IND,25.8,5.1,2.7,1,1.4
Kyle Lowry30TOR,22.4,4.8,7,1.5,0.3
Kareem Abdul-Jabbar37LAL,22,7.9,3.2,0.8,2.1
Purvis Short28GSW,25.5,5.1,3.7,1.4,0.3
Ron Harper23CLE,22.9,4.8,4.8,2.5,1
Karl Malone23UTA,21.7,10.4,1.9,1.3,0.7
Blake Griffin26LAC,21.4,8.4,4.9,0.8,0.5
Stephon Marbury23NJN,23.9,3.1,7.6,1.2,0.1
Elton Brand27LAC,20.5,9.3,2.9,1,2.2
Jaylen Brown24BOS,24.7,6,3.4,1.2,0.6
Mark Aguirre28DAL,25.1,5.6,3.6,0.9,0.7
Shareef Abdur-Rahim23VAN,20.3,10.1,3.3,1.1,1.1
Michael Finley26DAL,22.6,6.3,5.3,1.3,0.4
Elton Brand23LAC,18.5,11.3,2.5,1.1,2.5
Vince Carter28TOT,24.5,5.2,4.2,1.4,0.6
Steve Francis27ORL,21.3,5.8,7,1.4,0.4
Al Jefferson23MIN,21,11.1,1.4,0.9,1.5
Zach Randolph27NYK,20.5,12.5,1.4,1.2,0.3
Chris Paul24NOH,18.7,4.2,10.7,2.1,0.2
Blake Griffin27LAC,21.6,8.1,4.9,0.9,0.4
CJ McCollum30NOP,24.3,4.5,5.8,1.3,0
Magic Johnson20LAL,18,7.7,7.3,2.4,0.5
Jeff Ruland26WSB,18.9,11.1,4.4,0.8,0.7
Detlef Schrempf30IND,19.1,9.5,6,1,0.3
Juwan Howard22WSB,22.1,8.1,4.4,0.8,0.5
Mark Aguirre25DAL,25.7,6,3.1,0.8,0.3
Kevin Johnson25PHO,19.7,3.7,10.7,1.5,0.3
Deron Williams26TOT,20.1,4,10.3,1.2,0.2
Dirk Nowitzki25DAL,21.8,8.7,2.7,1.2,1.4
Jack Sikma29SEA,18.5,10.6,4.2,1.2,1.3
Robert Parish35BOS,18.6,12.5,2.2,1,1.5
Kevin Garnett21MIN,18.5,9.6,4.2,1.7,1.8
Stephon Marbury21NJN,23.4,2.6,8.7,1,0.1
Kevin Love24MIN,18.3,14,2.3,0.7,0.5
Victor Oladipo25IND,23.1,5.2,4.3,2.4,0.8
Nikola Vu?evi?29ORL,19.6,10.9,3.6,0.9,0.8
Shai Gilgeous-Alexander22OKC,23.7,4.7,5.9,0.8,0.7
Bradley Beal28WAS,23.2,4.7,6.6,0.9,0.4
Robert Parish28BOS,19.9,10.8,1.8,0.9,2.4
Kiki Vandeweghe24DEN,26.7,5.3,2.5,0.8,0.5
Orlando Woolridge31DEN,25.1,6.8,2.2,1.3,0.4
Mitch Richmond31SAC,25.9,3.9,4.2,1.5,0.3
Carmelo Anthony21DEN,26.5,4.9,2.7,1.1,0.5
Tim Duncan29SAS,18.6,11,3.2,0.9,2
Tim Duncan32SAS,19.3,10.7,3.5,0.5,1.7
Russell Westbrook23OKC,23.6,4.6,5.5,1.7,0.3
Brandon Ingram22NOP,23.8,6.1,4.2,1,0.6
Anthony Davis27LAL,21.8,7.9,3.1,1.3,1.6
Clark Kellogg21IND,20.1,10.6,2.8,1.7,0.5
Mark Aguirre27DAL,25.7,5.3,3.2,1.1,0.4
Otis Thorpe25SAC,20.8,10.2,3.2,0.8,0.7
Shareef Abdur-Rahim25ATL,21.2,9,3.1,1.3,1.1
Chris Webber32PHI,20.2,9.9,3.4,1.4,0.8
Zach Randolph28MEM,20.8,11.7,1.8,1,0.4
Kyrie Irving24CLE,25.2,3.2,5.8,1.2,0.3
Jayson Tatum21BOS,23.4,7,3,1.4,0.9
Patrick Ewing24NYK,21.5,8.8,1.7,1.4,2.3
Terry Cummings27MIL,22.9,8.1,2.5,1.3,0.9
Steve Francis25HOU,21,6.2,6.2,1.7,0.5
Jermaine O'Neal25IND,20.1,10,2.1,0.8,2.6
Monta Ellis25GSW,24.1,3.5,5.6,2.1,0.3
Stephen Curry24GSW,22.9,4,6.9,1.6,0.2
John Collins22ATL,21.6,10.1,1.5,0.8,1.6
Pascal Siakam25TOR,22.9,7.3,3.5,1,0.9
Micheal Ray Richardson24NYK,15.3,6.6,10.1,3.2,0.4
Dan Roundfield28ATL,18.6,11.8,2.7,1,1.5
Calvin Natt28DEN,23.3,7.8,3.1,1,0.4
Moses Malone33ATL,20.2,11.8,1.4,1,1.2
Scottie Pippen27CHI,18.6,7.7,6.3,2.1,0.9
Anfernee Hardaway24ORL,21.7,4.3,7.1,2,0.5
Jason Kidd22DAL,16.6,6.8,9.7,2.2,0.3
Rod Strickland31WAS,17.8,5.3,10.5,1.7,0.3
Jason Kidd27PHO,16.9,6.4,9.8,2.2,0.3
Michael Jordan38WAS,22.9,5.7,5.2,1.4,0.4
Gilbert Arenas28WAS,22.6,4.2,7.2,1.3,0.3
Zach Randolph29MEM,20.1,12.2,2.2,0.8,0.3
Paul George26IND,23.7,6.6,3.3,1.6,0.4
Blake Griffin28TOT,21.4,7.4,5.8,0.7,0.3
Ben Simmons22PHI,16.9,8.8,7.7,1.4,0.8
Dan Roundfield29ATL,19,11.4,2.9,0.8,1.5
Alex English34DEN,25,4.7,4.7,0.9,0.3
Stephon Marbury22NJN,22.2,3.2,8.4,1.5,0.2
Chris Webber31TOT,19.5,9.1,4.7,1.4,0.8
Chris Bosh23TOR,22.3,8.7,2.6,0.9,1
Carlos Boozer28UTA,19.5,11.2,3.2,1.1,0.5
Kevin McHale30BOS,22.6,8.4,2.7,0.4,1.4
Terry Cummings28SAS,22.4,8.4,2.7,1.4,0.6
Vin Baker24MIL,21.1,9.9,2.6,0.8,1.1
Steve Francis23HOU,19.9,6.9,6.5,1.8,0.4
LaMarcus Aldridge32SAS,23.1,8.5,2,0.6,1.2
Shawn Kemp24SEA,18.1,10.8,2.6,1.8,2.1
Josh Smith26ATL,18.8,9.6,3.9,1.4,1.7
John Wall28WAS,20.7,3.6,8.7,1.5,0.9
Kareem Abdul-Jabbar38LAL,23.4,6.1,3.5,0.8,1.6
Larry Johnson22CHH,19.2,11,3.6,1,0.6
Dirk Nowitzki22DAL,21.8,9.2,2.1,1,1.2
Antoine Walker28ATL,20.4,9.4,3.7,1.2,0.6
Pau Gasol29LAL,18.3,11.3,3.4,0.6,1.7
Jusuf Nurki?25POR,17.6,10.3,4,1.4,2
Bam Adebayo23MIA,18.7,9,5.4,1.2,1
Reggie Theus25CHI,23.8,3.7,5.9,1.7,0.2
Clyde Drexler23POR,18.5,5.6,8,2.6,0.6
Carmelo Anthony30NYK,24.2,6.6,3.1,1,0.4
Devin Booker21PHO,24.9,4.5,4.7,0.9,0.3
Julius Erving32PHI,21.4,6.8,3.7,1.6,1.8
Jeff Ruland24WSB,19.4,11,3,0.9,1
Dale Ellis28SEA,27.5,4.2,2,1.3,0.3
Clyde Drexler32TOT,21.8,6.3,4.8,1.8,0.6
Clyde Drexler32HOU,21.4,7,4.4,1.8,0.7
Karl Malone39UTA,20.6,7.8,4.7,1.7,0.4
Baron Davis27GSW,20.1,4.4,8.1,2.1,0.5
Brandon Ingram24NOP,22.7,5.8,5.6,0.6,0.5
Jim Jackson24DAL,25.7,5.1,3.7,0.5,0.2
Elton Brand22LAC,18.2,11.6,2.4,1,2
Pau Gasol34CHI,18.5,11.8,2.7,0.3,1.9
John Wall27WAS,19.4,3.7,9.6,1.4,1.1
Larry Hughes21GSW,22.7,5.9,4.1,1.9,0.5
Stephon Marbury25PHO,22.3,3.2,8.1,1.3,0.2
Chris Paul26LAC,19.8,3.6,9.1,2.5,0.1
Kobe Bryant36LAL,22.3,5.7,5.6,1.3,0.2
Carmelo Anthony31NYK,21.8,7.7,4.2,0.9,0.5
Devin Booker24PHO,25.6,4.2,4.3,0.8,0.2
Clyde Drexler32POR,22,5.7,5.1,1.8,0.5
Elton Brand25LAC,20,9.5,2.6,0.8,2.1
Richard Jefferson24NJN,22.2,7.3,4,1,0.5
DeMar DeRozan29SAS,21.2,6,6.2,1.1,0.5
Darius Garland22CLE,21.7,3.3,8.6,1.3,0.1
Bob McAdoo28DET,21.1,8.1,3.4,1.3,1.1
Alonzo Mourning26MIA,19.8,9.9,1.6,0.8,2.9
Jimmy Butler30MIA,19.9,6.7,6,1.8,0.6
Joe Barry Carroll27GSW,21.2,8.5,2.2,1.3,1.8
Dale Ellis26SEA,24.9,5.5,2.9,1.3,0.4
Joe Johnson25ATL,25,4.2,4.4,1.1,0.2
LaMarcus Aldridge25POR,21.8,8.8,2.1,1,1.2
Ben Simmons23PHI,16.4,7.8,8,2.1,0.6
Brandon Ingram23NOP,23.8,4.9,4.9,0.7,0.6
Patrick Ewing35NYK,20.8,10.2,1.1,0.6,2.2
Gary Payton34TOT,20.4,4.2,8.3,1.7,0.3
Pascal Siakam26TOR,21.4,7.2,4.5,1.1,0.7
Jimmy Butler32MIA,21.4,5.9,5.5,1.6,0.5
Mickey Johnson27IND,19.1,8.3,4.2,1.9,1.4
Micheal Ray Richardson26NYK,17.9,6.9,7,2.6,0.5
Marques Johnson26MIL,21.4,7,4.5,1.3,0.7
Mitch Richmond25GSW,23.9,5.9,3.1,1.6,0.4
Tom Gugliotta28MIN,20.1,8.7,4.1,1.5,0.5
Dwight Howard28HOU,18.3,12.2,1.8,0.8,1.8
Shareef Abdur-Rahim24VAN,20.5,9.1,3.1,1.1,1
LaMarcus Aldridge27POR,21.1,9.1,2.6,0.8,1.2
Kareem Abdul-Jabbar35LAL,21.8,7.5,2.5,0.8,2.2
Jack Sikma27SEA,18.2,11.4,3.1,1.2,0.9
Scottie Pippen25CHI,17.8,7.3,6.2,2.4,1.1
Anthony Mason30CHH,16.2,11.4,5.7,1,0.5
Jalen Rose29CHI,23.8,4.1,5.3,1.1,0.5
Jermaine O'Neal27IND,20.1,9.3,2.6,0.5,2.3
Kyle Lowry29TOR,21.2,4.7,6.4,2.1,0.4
Jimmy Butler28MIN,22.2,5.3,4.9,2,0.4
Bam Adebayo24MIA,19.1,10.1,3.4,1.4,0.8
Marques Johnson23MIL,21.7,7.4,3.5,1.3,0.9
Larry Nance26PHO,20.2,8.5,3.3,1,1.8
Roy Tarpley25DAL,16.8,13.1,1.5,1.8,1.6
Derrick Coleman24NJN,19.8,9.5,3.2,0.8,1.5
Clyde Drexler33HOU,19.3,7.2,5.8,2,0.5
Scottie Pippen31CHI,20.2,6.5,5.7,1.9,0.5
Damon Stoudamire23TOR,20.2,4.1,8.8,1.5,0.2
Antawn Jamison31WAS,21.4,10.2,1.5,1.3,0.4
Jermaine O'Neal28IND,19.4,9.6,2.4,0.7,2.6
Deron Williams25UTA,18.7,4,10.5,1.3,0.2
Derrick Rose23CHI,21.8,3.4,7.9,0.9,0.7
Bernard King27NYK,26.3,5.1,2.1,1,0.2
Terry Cummings25MIL,20.8,8.5,2.8,1.6,1
Dikembe Mutombo25DEN,16.6,12.3,2.2,0.6,3
Rod Strickland28POR,18.9,5,8.8,1.9,0.1
Kevin Johnson30PHO,20.1,3.6,9.3,1.5,0.2
Danny Granger26IND,24.1,5.5,2.8,1.5,0.8
Andre Drummond22DET,16.2,14.8,0.8,1.5,1.4
Kyrie Irving25BOS,24.4,3.8,5.1,1.1,0.3
Ben Simmons21PHI,15.8,8.1,8.2,1.7,0.9
LaMarcus Aldridge33SAS,21.3,9.2,2.4,0.5,1.3
Jonas Valan?i��nas26MEM,19.9,10.7,2.2,0.3,1.6
D'Angelo Russell23TOT,23.1,3.9,6.3,1.1,0.3
D'Angelo Russell23GSW,23.6,3.7,6.2,0.9,0.3
Danny Manning26LAC,22.8,6.6,2.6,1.4,1.3
LeBron James19CLE,20.9,5.5,5.9,1.6,0.7
Ray Allen30SEA,25.1,4.3,3.7,1.3,0.2
Dwight Howard21ORL,17.6,12.3,1.9,0.9,1.9
Steve Nash32PHO,18.6,3.5,11.6,0.8,0.1
Amar'e Stoudemire27PHO,23.1,8.9,1,0.6,1
Deron Williams27NJN,21,3.3,8.7,1.2,0.4
Hassan Whiteside27MIA,17,14.1,0.7,0.7,2.1
Jaylen Brown25BOS,23.6,6.1,3.5,1.1,0.3
Larry Kenon27SAS,20.1,9.9,3,1.4,0.2
Robert Parish29BOS,19.3,10.6,1.8,1,1.9
Larry Nance28TOT,19.1,9.1,3.1,0.9,2.4
John Stockton25UTA,14.7,2.9,13.8,3,0.2
D'Angelo Russell23MIN,21.7,4.6,6.6,1.4,0.3
Buck Williams24NJN,18.2,12.3,2,0.8,1.3
Clyde Drexler30POR,19.9,6.3,5.7,1.9,0.8
Dominique Wilkins34ATL,24.4,6.2,2.3,1.3,0.4
Gary Payton29SEA,19.2,4.6,8.3,2.3,0.2
Jamal Mashburn30NOH,21.6,6.1,5.6,1,0.2
Paul Pierce27BOS,21.6,6.6,4.2,1.6,0.5
John Wall24WAS,17.6,4.6,10,1.7,0.6
Stephon Marbury21TOT,21.3,2.9,8.9,1.2,0.2
Stephon Marbury26PHO,20.8,3.4,8.3,1.9,0.1
Steve Nash31PHO,18.8,4.2,10.5,0.8,0.2
Carmelo Anthony24DEN,22.8,6.8,3.4,1.1,0.4
Antawn Jamison32WAS,22.2,8.9,1.9,1.2,0.3
Pau Gasol30LAL,18.8,10.2,3.3,0.6,1.6
Dwyane Wade30MIA,22.1,4.8,4.6,1.7,1.3
John Wall23WAS,19.3,4.1,8.8,1.8,0.5
Julius Randle24NOP,21.4,8.7,3.1,0.7,0.6
DeMar DeRozan30SAS,22.1,5.5,5.6,1,0.3
George Gervin31SAS,25.9,4.1,2.9,1,0.6
Kevin McHale28BOS,21.3,8.1,2.7,0.4,2
Tom Chambers27SEA,23.3,6.6,3,1,0.6
Moses Malone32WSB,20.3,11.2,1.4,0.7,0.9
Kevin Willis31ATL,19.1,12,1.9,1,0.5
Anfernee Hardaway23ORL,20.9,4.4,7.2,1.7,0.3
Larry Johnson26CHH,20.5,8.4,4.4,0.7,0.5
Micheal Ray Richardson25NYK,16.4,6.9,7.9,2.9,0.4
Jamal Mashburn28CHH,20.1,7.6,5.4,1.1,0.2
Bill Cartwright22NYK,21.7,8.9,2,0.6,1.2
Sidney Moncrief27MIL,21.7,5.4,5.2,1.6,0.5
Larry Nance25PHO,19.9,8.8,2.6,1.4,1.7
Sleepy Floyd26GSW,18.8,3.3,10.3,1.8,0.2
Hakeem Olajuwon36HOU,18.9,9.6,1.8,1.6,2.5
Elton Brand20CHI,20.1,10,1.9,0.8,1.6
Ray Allen28SEA,23,5.1,4.8,1.3,0.2
Shawn Marion25PHO,19,9.3,2.7,2.1,1.3
Stephon Marbury27NYK,21.7,3,8.1,1.5,0.1
Caron Butler27WAS,20.3,6.7,4.9,2.2,0.3
Deron Williams24UTA,19.4,2.9,10.7,1.1,0.3
Dwight Howard27LAL,17.1,12.4,1.4,1.1,2.4
Chris Paul31LAC,18.1,5,9.2,2,0.1
Kristaps Porzi??is24DAL,20.4,9.5,1.8,0.7,2
Zach LaVine26CHI,24.4,4.6,4.5,0.6,0.3
Ray Williams25NYK,20.9,5,6.2,2,0.3
Kevin McHale31BOS,22.5,8.2,2.2,0.3,1.2
Kenny Anderson23NJN,18.8,3.9,9.6,1.9,0.2
Kendall Gill28NJN,21.8,6.1,4,1.9,0.6
Allen Iverson22PHI,22,3.7,6.2,2.2,0.3
Christian Wood25HOU,21,9.6,1.7,0.8,1.2
Rod Strickland29POR,18.7,4.4,9.6,1.4,0.2
Shawn Kemp29CLE,20.5,9.2,2.4,1.1,1.1
Stephen Jackson30GSW,20.7,5.1,6.5,1.5,0.5
Andrew Bynum24LAL,18.7,11.8,1.4,0.5,1.9
David Lee29GSW,18.5,11.2,3.5,0.8,0.3
Zach LaVine23CHI,23.7,4.7,4.5,1,0.4
De'Aaron Fox24SAC,23.2,3.9,5.6,1.2,0.4
Russell Westbrook33LAL,18.5,7.4,7.1,1,0.3
Artis Gilmore33SAS,18,12,1.5,0.5,2.3
Kevin Willis30ATL,17.9,12.9,2.1,0.9,0.5
Tim Hardaway30MIA,20.3,3.4,8.6,1.9,0.1
Charles Barkley35HOU,16.1,12.3,4.6,1,0.3
Jason Kidd28NJN,14.7,7.3,9.9,2.1,0.2
Nick Van Exel30DEN,21.4,3.8,8.1,0.7,0.2
Vince Carter27TOR,22.5,4.8,4.8,1.2,0.9
Pau Gasol35CHI,16.5,11,4.1,0.6,2
Jimmy Butler29MIN,21.3,5.2,4.3,2.4,1
Rudy Gobert29UTA,15.6,14.7,1.1,0.7,2.1
Jack Sikma25SEA,18.7,10.4,3,1,1.1
Mark Aguirre26DAL,22.6,6,4.6,0.8,0.2
Patrick Ewing23NYK,20,9,2,1.1,2.1
Herb Williams27IND,19.9,9.1,2.2,0.6,2.4
Buck Williams26NJN,18,12.5,1.6,1,1.1
Patrick Ewing25NYK,20.2,8.2,1.5,1.3,3
Chris Webber30SAC,18.7,8.7,4.6,1.3,0.9
Zach Randolph27TOT,20.8,10.1,2.1,0.9,0.3
Paul George23IND,21.7,6.8,3.5,1.9,0.3
Andre Miller25CLE,16.5,4.7,10.9,1.6,0.4
Peja Stojakovi?26SAC,24.2,6.3,2.1,1.3,0.2
Michael Redd27MIL,26.7,3.7,2.3,1.2,0.2
Tracy McGrady28HOU,21.6,5.1,5.9,1,0.5
Eric Bledsoe27PHO,21.1,4.8,6.3,1.4,0.5
Dan Issel32DEN,21.9,8.5,2,1,0.7
Dan Issel33DEN,22.9,7.5,2.2,0.8,0.7
Vlade Divac26LAL,16,10.4,4.1,1.4,2.2
Tim Hardaway28GSW,20.1,3.1,9.3,1.4,0.2
Shawn Kemp25SEA,18.7,10.9,1.8,1.2,1.5
Gary Payton27SEA,19.3,4.2,7.5,2.9,0.2
Scottie Pippen30CHI,19.4,6.4,5.9,1.7,0.7
Danny Fortson24GSW,16.7,16.3,0.8,0.3,0
Glenn Robinson28MIL,22,6.9,3.3,1.1,0.8
Kevin Garnett31BOS,18.8,9.2,3.4,1.4,1.3
Joe Barry Carroll25GSW,20.5,8,2.5,1.3,1.8
Larry Nance31CLE,19.2,8.6,3,0.8,2.5
Keith Van Horn23NJN,21.8,8.5,1.5,1,1.3
Jason Kidd26PHO,14.3,7.2,10.1,2,0.4
Antoine Walker23BOS,20.5,8,3.7,1.4,0.4
Jermaine O'Neal23IND,19,10.5,1.6,0.6,2.3
Antoine Walker26BOS,20.1,7.2,4.8,1.5,0.4
Stephon Marbury26TOT,20.2,3.2,8.9,1.6,0.1
Rasheed Wallace29ATL,20,6,2,1,5
Vince Carter31NJN,21.3,6,5.1,1.2,0.4
Deron Williams26NJN,15,4.6,12.8,1.3,0.3
